id,indicador,geo_type,geo_id,geo_nombre,sexo,year,valor
1055,Tasa de mortalidad por diabetes y enfermedades hipertensivas,mun,11042,Valle de Santiago,Total,2024,17.47685934364684
1055,Tasa de mortalidad por diabetes y enfermedades hipertensivas,mun,11043,Victoria,Hombres,2024,8.691453404152584
1055,Tasa de mortalidad por diabetes y enfermedades hipertensivas,mun,11043,Victoria,Mujeres,2024,10.34126163391934
1055,Tasa de mortalidad por diabetes y enfermedades hipertensivas,mun,11043,Victoria,Total,2024,9.563277016257569
1055,Tasa de mortalidad por diabetes y enfermedades hipertensivas,mun,11044,Villagrán,Hombres,2024,12.629600258466237
1055,Tasa de mortalidad por diabetes y enfermedades hipertensivas,mun,11044,Villagrán,Mujeres,2024,12.276443179598784
1055,Tasa de mortalidad por diabetes y enfermedades hipertensivas,mun,11044,Villagrán,Total,2024,12.44848901098901
1055,Tasa de mortalidad por diabetes y enfermedades hipertensivas,mun,11045,Xichú,Hombres,2024,14.922589069203507
1055,Tasa de mortalidad por diabetes y enfermedades hipertensivas,mun,11045,Xichú,Mujeres,2024,15.517241379310343
1055,Tasa de mortalidad por diabetes y enfermedades hipertensivas,mun,11045,Xichú,Total,2024,15.231610070782189
1055,Tasa de mortalidad por diabetes y enfermedades hipertensivas,mun,11046,Yuriria,Hombres,2024,16.04553298416639
1055,Tasa de mortalidad por diabetes y enfermedades hipertensivas,mun,11046,Yuriria,Mujeres,2024,17.735901344048774
1055,Tasa de mortalidad por diabetes y enfermedades hipertensivas,mun,11046,Yuriria,Total,2024,16.928062966606863
36,Mortalidad por diabetes mellitus por cada 100 mil habitantes,mun,11010,Coroneo,Total,2020,197.009044506134
36,Mortalidad por diabetes mellitus por cada 100 mil habitantes,mun,11011,Cortazar,Total,2020,151.06044431912
36,Mortalidad por diabetes mellitus por cada 100 mil habitantes,mun,11012,Cuerámaro,Total,2020,146.445512718474
36,Mortalidad por diabetes mellitus por cada 100 mil habitantes,mun,11018,Jaral del Progreso,Total,2020,137.401083941884
36,Mortalidad por diabetes mellitus por cada 100 mil habitantes,mun,11024,Pueblo Nuevo,Total,2020,166.772554002541
36,Mortalidad por diabetes mellitus por cada 100 mil habitantes,mun,11027,Salamanca,Total,2020,154.193930464676
